Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link
Młodszy specjalista / Młodsza specjalistka ds. wsparcia IT,DIAGNOSTYKA - TELERADIOLOGIA24 sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-it-poznan,oferta,1003831422?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Mł. Specjalista /-ka ds. Monitoringu E2E - Departament Operacji,T-Mobile,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/ml-specjalista-ka-ds-monitoringu-e2e-departament-operacji-warszawa-marynarska-12,oferta,1003831402?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Junior IT Support Engineer,Experis,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-support-engineer-warszawa,oferta,1003811767?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4"
Młodszy Specjalista IT,Animex Foods sp. z o.o.,2025-01-13,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-it-suwalki,oferta,1003831252?s=885d2942&searchId=MTczNjgwODE1MTc0MS4wNjU="
Business Technical Services Analyst,SQUARE ONE RESOURCES sp. z o.o.,2025-01-13,50–80 zł netto (+ VAT) / godz.,Brak technologii,"https://www.pracuj.pl/praca/business-technical-services-analyst-warszawa-pulawska-2,oferta,1003823635?s=885d2942&searchId=MTczNjgwODE1MTc0MS4wNjU="
Młodszy Specjalista ds. Wsparcia Technicznego IT,Transfer Multisort Elektronik Sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-technicznego-it-lodz-rozalii-1,oferta,1003829323?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Staż z lwem w departamencie modeli ryzyka,ING Bank Śląski S.A.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/staz-z-lwem-w-departamencie-modeli-ryzyka-warszawa,oferta,1003829306?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Junior IT Project Manager,RENTERS sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-project-manager-warszawa-jana-sebastiana-bacha-26a,oferta,1003843945?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Młodszy specjalista / Młodsza specjalistka ds. nadzoru technicznego,SKYNET Sp. z o.o.,2025-01-20,5 400–7 900,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-nadzoru-technicznego-zielonki-parcela-pow-warszawski-zachodni,oferta,1003851532?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Specjalista IT Helpdesk,AUTHOLOGIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-20,6 000–8 000,Brak technologii,"https://www.pracuj.pl/praca/specjalista-it-helpdesk-warszawa-grzybowska-62,oferta,1003851457?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Młodszy Specjalista / Młodsza Specjalistka ds. Serwisu i Wsparcia IT,Lidl Polska Sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-serwisu-i-wsparcia-it-poznan-pastelowa-12,oferta,1003828940?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Junior DevOps/Cloud Engineer,CloudForge,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-devops-cloud-engineer-warszawa-twarda-18,oferta,1003851263?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Młodszy Programista / Młodsza Programistka Hurtowni Danych,PROVIDENT Polska,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-programista-mlodsza-programistka-hurtowni-danych-warszawa-inflancka-4a,oferta,1003828744?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Staż z Lwem - Obszar Testów w Innovation Lab,ING Bank Śląski S.A.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/staz-z-lwem-obszar-testow-w-innovation-lab-warszawa-pulawska-2,oferta,1003828750?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Internship – Java Intern in Network Cloud Team,Samsung R&D Institute Poland,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-java-intern-in-network-cloud-team-krakow-aleja-generala-tadeusza-bora-komorowskiego-25,oferta,1003851220?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Junior Embedded Hardware Engineer,VIOTAS Limited Sp. z o.o. Oddział w Polsce,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-embedded-hardware-engineer-krakow-aleja-juliusza-slowackiego-64,oferta,1003851214?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Specjalista ds. wsparcia systemów informatycznych,WizjaNet Sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-wsparcia-systemow-informatycznych-bielsko-biala-legionow-26,oferta,1003851181?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Młodszy Analityk Biznesowy,ASSECO DATA SYSTEMS S.A.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-analityk-biznesowy-gdansk-jana-z-kolna-11,oferta,1003828543?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
"Assistant, Property Management, Logistics",SEGRO POLAND sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/assistant-property-management-logistics-poznan,oferta,1003851040?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Specjalista Cyberbezpieczeństwa,AFLOFARM FARMACJA POLSKA SP. Z O.O.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-cyberbezpieczenstwa-pabianice,oferta,1003850948?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Tester Oprogramowania,Focus Telecom Polska Sp. z o.o.,2025-01-20,6 000–10 000 zł netto (+ VAT) / mies.,Brak technologii,"https://www.pracuj.pl/praca/tester-oprogramowania-lodz-piotrkowska-148,oferta,1003828340?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Internship in Platform Software unit – Quality Engineer,DeLaval Operations Sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-in-platform-software-unit-quality-engineer-wroclaw-robotnicza-72,oferta,1003850905?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Internship - Compiler Project INT,Samsung R&D Institute Poland,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-compiler-project-int-warszawa-plac-europejski-1,oferta,1003850841?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
BBH IT Internship Program – Java Developer,Brown Brothers Harriman,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/bbh-it-internship-program-java-developer-krakow-stanislawa-klimeckiego-1,oferta,1003836044?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
BBH IT Internship Program – Quality Assurance / Test Automation,Brown Brothers Harriman,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/bbh-it-internship-program-quality-assurance-test-automation-krakow-stanislawa-klimeckiego-1,oferta,1003836045?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
BBH IT Internship Program – Business Analyst,Brown Brothers Harriman,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/bbh-it-internship-program-business-analyst-krakow-stanislawa-klimeckiego-1,oferta,1003836047?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Młodszy Specjalista Bezpieczeństwa IT,PURO Hotels,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-bezpieczenstwa-it-warszawa-aleja-jana-pawla-ii-22,oferta,1003839481?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Internship – Applied AI/ML for Large Language Models,Hitachi Energy Poland Sp. z o.o.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/internship-applied-ai-ml-for-large-language-models-krakow-pawia-7,oferta,1003850616?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Web Junior Developer,NEWGEN SALES sp. z o.o.,2025-01-20,5 000–18 000,Brak technologii,"https://www.pracuj.pl/praca/web-junior-developer-krakow-swietej-teresy-2,oferta,1003850553?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Młodszy specjalista systemów IT,COMFORTEL SP. Z O.O.,2025-01-20,4 666–6 000,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-systemow-it-tychy-dojazdowa-9b,oferta,1003850539?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
IT AI/ML Engineer Intern,TSMC Europe B.V.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/it-ai-ml-engineer-intern-taiwan,oferta,11106706?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
IT Software Engineer Intern,TSMC Europe B.V.,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/it-software-engineer-intern-taiwan,oferta,11106690?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
Inżynier/ka ds. cyfrowego przetwarzania sygnałów,GMV INNOVATING SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-20,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/inzynier-ka-ds-cyfrowego-przetwarzania-sygnalow-warszawa,oferta,1003839112?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2"
